State,Race,Year,Cause of death,"Cause of death, Simplified","Cause of death, Type",Cause of death Code,"Cause of Death Simplified, with ICD10 Code",Firearm Deaths,Total Deaths,Population,Firearm Death Rate (per 100k),Total Death Rate (per 100k),Firearm Percent of Total Deaths
Tennessee,White,2002,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),32,47895,4723797,0.677,1014,0.00067
Tennessee,White,2002,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",47,47895,4723797,0.995,1014,0.00098
Tennessee,White,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),400,47895,4723797,8.468,1014,0.00835
Tennessee,Black or African American,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),166,8529,993443,16.710,859,0.01946
Tennessee,Black or African American,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),34,8529,993443,3.422,859,0.00399
Tennessee,White,2003,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),32,48607,4757541,0.673,1022,0.00066
Tennessee,White,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),113,48607,4757541,2.375,1022,0.00232
Tennessee,White,2003,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),24,48607,4757541,0.504,1022,0.00049
Tennessee,White,2003,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",50,48607,4757541,1.051,1022,0.00103
Tennessee,White,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),378,48607,4757541,7.945,1022,0.00778
Tennessee,Black or African American,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),134,8192,1009077,13.279,812,0.01636
Tennessee,Black or African American,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),26,8192,1009077,2.577,812,0.00317
Tennessee,White,2004,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),31,47445,4799162,0.646,989,0.00065
Tennessee,White,2004,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",19,47445,4799162,0.396,989,0.00040
Tennessee,White,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),111,47445,4799162,2.313,989,0.00234
Tennessee,White,2004,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),23,47445,4799162,0.479,989,0.00048
Tennessee,White,2004,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",54,47445,4799162,1.125,989,0.00114
Tennessee,White,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),416,47445,4799162,8.668,989,0.00877
Tennessee,White,2004,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",10,47445,4799162,0.208,989,0.00021
Tennessee,Black or African American,2005,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),198,8540,1026372,19.291,832,0.02319
Tennessee,Black or African American,2005,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),32,8540,1026372,3.118,832,0.00375
Tennessee,White,2005,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),28,48478,4856223,0.577,998,0.00058
Tennessee,White,2005,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",26,48478,4856223,0.535,998,0.00054
Tennessee,White,2005,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),125,48478,4856223,2.574,998,0.00258
Tennessee,White,2005,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),16,48478,4856223,0.329,998,0.00033
Tennessee,White,2005,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",59,48478,4856223,1.215,998,0.00122
Tennessee,White,2005,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),441,48478,4856223,9.081,998,0.00910
Tennessee,White,2005,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",11,48478,4856223,0.227,998,0.00023
Tennessee,Black or African American,2006,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),193,8481,1047600,18.423,810,0.02276
Tennessee,Black or African American,2006,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),32,8481,1047600,3.055,810,0.00377
Tennessee,White,2006,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),17,48132,4926508,0.345,977,0.00035
Tennessee,White,2006,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",11,48132,4926508,0.223,977,0.00023
Tennessee,White,2006,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),116,48132,4926508,2.355,977,0.00241
Tennessee,White,2006,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),26,48132,4926508,0.528,977,0.00054
Tennessee,White,2006,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",55,48132,4926508,1.116,977,0.00114
Tennessee,White,2006,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),449,48132,4926508,9.114,977,0.00933
Tennessee,Black or African American,2007,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),194,8370,1062187,18.264,788,0.02318
Tennessee,Black or African American,2007,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),31,8370,1062187,2.919,788,0.00370
Tennessee,White,2007,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),18,48475,4992038,0.361,971,0.00037
Tennessee,White,2007,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,48475,4992038,0.200,971,0.00021
Tennessee,White,2007,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),125,48475,4992038,2.504,971,0.00258
Tennessee,White,2007,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),25,48475,4992038,0.501,971,0.00052
Tennessee,White,2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",69,48475,4992038,1.382,971,0.00142
Tennessee,White,2007,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),417,48475,4992038,8.353,971,0.00860
Tennessee,Black or African American,2008,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),11,8322,1074684,1.024,774,0.00132
Tennessee,Black or African American,2008,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",11,8322,1074684,1.024,774,0.00132
Tennessee,Black or African American,2008,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),186,8322,1074684,17.307,774,0.02235
Tennessee,Black or African American,2008,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),45,8322,1074684,4.187,774,0.00541
Tennessee,White,2008,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),14,50255,5046296,0.277,996,0.00028
Tennessee,White,2008,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,50255,5046296,0.198,996,0.00020
Tennessee,White,2008,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),108,50255,5046296,2.140,996,0.00215
Tennessee,White,2008,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),23,50255,5046296,0.456,996,0.00046
Tennessee,White,2008,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",62,50255,5046296,1.229,996,0.00123
Tennessee,White,2008,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),472,50255,5046296,9.353,996,0.00939
Tennessee,White,2008,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",15,50255,5046296,0.297,996,0.00030
Tennessee,Black or African American,2009,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),201,8222,1087674,18.480,756,0.02445
Tennessee,Black or African American,2009,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),29,8222,1087674,2.666,756,0.00353
Tennessee,White,2009,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),22,49792,5086681,0.433,979,0.00044
Tennessee,White,2009,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",21,49792,5086681,0.413,979,0.00042
Tennessee,White,2009,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),115,49792,5086681,2.261,979,0.00231
Tennessee,White,2009,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),22,49792,5086681,0.433,979,0.00044
Tennessee,White,2009,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",58,49792,5086681,1.140,979,0.00116
Tennessee,White,2009,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),457,49792,5086681,8.984,979,0.00918
Tennessee,White,2009,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",14,49792,5086681,0.275,979,0.00028
Tennessee,Black or African American,2010,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),153,8232,1097940,13.935,750,0.01859
Tennessee,Black or African American,2010,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),37,8232,1097940,3.370,750,0.00449
Tennessee,White,2010,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),23,51073,5113124,0.450,999,0.00045
Tennessee,White,2010,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),121,51073,5113124,2.366,999,0.00237
Tennessee,White,2010,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),29,51073,5113124,0.567,999,0.00057
Tennessee,White,2010,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",50,51073,5113124,0.978,999,0.00098
Tennessee,White,2010,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),462,51073,5113124,9.036,999,0.00905
Tennessee,White,2010,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",12,51073,5113124,0.235,999,0.00023
Tennessee,Black or African American,2011,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),186,8230,1114647,16.687,738,0.02260
Tennessee,Black or African American,2011,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),25,8230,1114647,2.243,738,0.00304
Tennessee,White,2011,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),22,52060,5149029,0.427,1011,0.00042
Tennessee,White,2011,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),104,52060,5149029,2.020,1011,0.00200
Tennessee,White,2011,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),27,52060,5149029,0.524,1011,0.00052
Tennessee,White,2011,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",49,52060,5149029,0.952,1011,0.00094
Tennessee,White,2011,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),485,52060,5149029,9.419,1011,0.00932
Tennessee,White,2011,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",11,52060,5149029,0.214,1011,0.00021
Tennessee,Black or African American,2012,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),206,8307,1131376,18.208,734,0.02480
Tennessee,Black or African American,2012,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),37,8307,1131376,3.270,734,0.00445
Tennessee,White,2012,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),18,53337,5178755,0.348,1030,0.00034
Tennessee,White,2012,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),108,53337,5178755,2.085,1030,0.00202
Tennessee,White,2012,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),21,53337,5178755,0.406,1030,0.00039
Tennessee,White,2012,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",45,53337,5178755,0.869,1030,0.00084
Tennessee,White,2012,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),518,53337,5178755,10.002,1030,0.00971
Tennessee,White,2012,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",10,53337,5178755,0.193,1030,0.00019
Tennessee,Black or African American,2013,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),188,8656,1142045,16.462,758,0.02172
Tennessee,Black or African American,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),37,8656,1142045,3.240,758,0.00427
Tennessee,White,2013,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),14,54438,5202797,0.269,1046,0.00026
Tennessee,White,2013,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),103,54438,5202797,1.980,1046,0.00189
Tennessee,White,2013,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),34,54438,5202797,0.653,1046,0.00062
Tennessee,White,2013,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",56,54438,5202797,1.076,1046,0.00103
Tennessee,White,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),546,54438,5202797,10.494,1046,0.01003
Tennessee,White,2013,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",16,54438,5202797,0.308,1046,0.00029
Tennessee,Black or African American,2014,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),200,8795,1155583,17.307,761,0.02274
Tennessee,Black or African American,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),39,8795,1155583,3.375,761,0.00443
Tennessee,White,2014,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),101,55548,5235081,1.929,1061,0.00182
Tennessee,White,2014,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),48,55548,5235081,0.917,1061,0.00086
Tennessee,White,2014,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",64,55548,5235081,1.223,1061,0.00115
Tennessee,White,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),489,55548,5235081,9.341,1061,0.00880
Tennessee,White,2014,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",34,55548,5235081,0.649,1061,0.00061
Tennessee,Black or African American,2015,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),224,9048,1167771,19.182,775,0.02476
Tennessee,Black or African American,2015,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),33,9048,1167771,2.826,775,0.00365
Tennessee,White,2015,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),23,57162,5267640,0.437,1085,0.00040
Tennessee,White,2015,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,57162,5267640,0.190,1085,0.00017
Tennessee,White,2015,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),110,57162,5267640,2.088,1085,0.00192
Tennessee,White,2015,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),51,57162,5267640,0.968,1085,0.00089
Tennessee,White,2015,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",60,57162,5267640,1.139,1085,0.00105
Tennessee,White,2015,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),483,57162,5267640,9.169,1085,0.00845
Tennessee,White,2015,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",25,57162,5267640,0.475,1085,0.00044
Tennessee,Black or African American,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),281,9527,1177064,23.873,809,0.02950
Tennessee,Black or African American,2016,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),37,9527,1177064,3.143,809,0.00388
Tennessee,White,2016,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),13,57935,5305294,0.245,1092,0.00022
Tennessee,White,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),127,57935,5305294,2.394,1092,0.00219
Tennessee,White,2016,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),57,57935,5305294,1.074,1092,0.00098
Tennessee,White,2016,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",59,57935,5305294,1.112,1092,0.00102
Tennessee,White,2016,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),509,57935,5305294,9.594,1092,0.00879
Tennessee,White,2016,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",10,57935,5305294,0.188,1092,0.00017
Tennessee,Black or African American,2017,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),295,9636,1189804,24.794,810,0.03061
Tennessee,Black or African American,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),39,9636,1189804,3.278,810,0.00405
Tennessee,White,2017,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),12,60056,5350680,0.224,1122,0.00020
Tennessee,White,2017,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",13,60056,5350680,0.243,1122,0.00022
Tennessee,White,2017,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),150,60056,5350680,2.803,1122,0.00250
Tennessee,White,2017,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),57,60056,5350680,1.065,1122,0.00095
Tennessee,White,2017,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",50,60056,5350680,0.934,1122,0.00083
Tennessee,White,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),553,60056,5350680,10.335,1122,0.00921
Tennessee,White,2017,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",23,60056,5350680,0.430,1122,0.00038
Tennessee,Black or African American,2018,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),331,10074,1198663,27.614,840,0.03286
Tennessee,Black or African American,2018,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),53,10074,1198663,4.422,840,0.00526
Tennessee,White,2018,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,60516,5391207,0.185,1122,0.00017
Tennessee,White,2018,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),148,60516,5391207,2.745,1122,0.00245
Tennessee,White,2018,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),87,60516,5391207,1.614,1122,0.00144
Tennessee,White,2018,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",56,60516,5391207,1.039,1122,0.00093
Tennessee,White,2018,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),477,60516,5391207,8.848,1122,0.00788
Tennessee,White,2018,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",11,60516,5391207,0.204,1122,0.00018
Texas,Asian or Pacific Islander,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),17,1148,602951,2.819,190,0.01481
Texas,Black or African American,1999,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",29,18253,2461293,1.178,742,0.00159
Texas,Black or African American,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),209,18253,2461293,8.491,742,0.01145
Texas,Black or African American,1999,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),54,18253,2461293,2.194,742,0.00296
Texas,White,1999,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),38,127335,17358613,0.219,734,0.00030
